Title,URL,Duration,Date,Views,Likes,Dislikes,Show,Description,Day Of The Week,Days Since Published,Views Per Day,Likes Per Day,Dislikes Per Day,Likes Minus Dislikes,Geoff,Jack,Gavin,Ryan,Ray,Michael,Lindsey,Caleb,Kdin,Matt,Jeremy,Barbara,Brandon,Burnie,Kerry,Dan,Lindsay
Be the Worst at Video Games - GO! #83,https://www.youtube.com/watch?v=s2oQSoMhLxA,10.0,2015-05-26,583262,12041,115,Unknown,"This Go is all about being the worst. First to go 0-20 (no kills, 20 deaths) in a multiplayer game, wins a sticker. And a bucket of delicious shame. Mmmmm. S...",Tuesday,51,11437.0,236.0,2.0,11926,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Killing Floor 2,https://www.youtube.com/watch?v=5HTmvgAhxMA,23.0,2015-05-26,528232,9404,152,Let's Play,"Geoff, Jack, Ryan, Michael, and Gavin are set to kill. There will be blood... like a lot of blood... no seriously... a ridiculous amount of blood. || FREE ED...",Tuesday,51,10357.0,184.0,3.0,9252,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play - GTA V Heists - The Pacific Standard Job,https://www.youtube.com/watch?v=nK2uuW9A3_8,35.0,2015-05-25,790651,13572,236,Let's Play,"Geoff, Michael, Ryan and Jack kick off the last of the GTA V heist missions! || FREE EDGAR: http://bit.ly/LetsPlayChannel || Be part of the Achievement Hunte...",Monday,52,15205.0,261.0,5.0,13336,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play - 3D Ultra MiniGolf Adventures 2 Part 9,https://www.youtube.com/watch?v=MjPchZK8psY,42.0,2015-05-23,670290,13546,112,Let's Play,"The Minigolf crew knocks out the last four holes, it all comes down to this! || FREE EDGAR: http://bit.ly/LetsPlayChannel || Be part of the Achievement Hunte...",Saturday,54,12413.0,251.0,2.0,13434,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 156 - Shopping List X Part 2,https://www.youtube.com/watch?v=_4VU8OQiMoc,42.0,2015-05-22,762409,10324,201,Let's Play,The most ridiculous shopping trip ever continues! || FREE EDGAR: http://bit.ly/LetsPlayChannel || Be part of the Achievement Hunter Crew: http://bit.ly/achie...,Friday,55,13862.0,188.0,4.0,10123,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Towerfall Darkworld,https://www.youtube.com/watch?v=nUhSUuHWWb8,39.0,2015-05-21,517593,8507,134,Let's Play,"Achievement Hunter checks out the new Darkworld DLC in one of their favorite games, Towerfall. There&#39;s a lot of arrows everywhere. || FREE EDGAR: http://bit....",Thursday,56,9243.0,152.0,2.0,8373,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VS Episode 116: Jack vs. Michael,https://www.youtube.com/watch?v=0MWiKnF2Sws,9.6,2015-05-21,405290,9646,116,VS,Jack and Michael take AH out of the office and into the next lane. || FREE EDGAR: http://bit.ly/LetsPlayChannel || Be part of the Achievement Hunter Crew: ht...,Thursday,56,7237.0,172.0,2.0,9530,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
IMPOSSIBLE CHICKEN CHALLENGE - GTA 5 Mods,https://www.youtube.com/watch?v=cXXZizPmmxk,12.0,2015-05-21,691148,20493,1612,Unknown,"Subscribe to Funhaus: http://bit.ly/1R7R7Ou Hey guys, it&#39;s GREAT to be here at Let&#39;s Play, give yourselves a hand! Remember: two drink minimum and please tip...",Thursday,56,12342.0,366.0,29.0,18881,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - 3D Ultra MiniGolf Adventures 2 Part 8,https://www.youtube.com/watch?v=wjFu40ME1Ec,33.0,2015-05-20,534964,10626,61,Let's Play,In the penultimate episode of the series do the Minigolf Crew finally pull their acts together or do they continue to fall apart? || FREE EDGAR: http://bit.l...,Wednesday,57,9385.0,186.0,1.0,10565,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Three Kills - GO! #82,https://www.youtube.com/watch?v=UAVWvoT4AOc,13.0,2015-05-19,497274,10705,105,Unknown,"This week\xe2\x80\x99s Go is all about new experiences. The first to get a kill in three different games that they\xe2\x80\x99ve never played before, gets a sticker. Go! || FREE E...",Tuesday,58,8574.0,185.0,2.0,10600,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Star Wars Battlefront 2,https://www.youtube.com/watch?v=GkFFP7JwYw8,24.0,2015-05-19,702484,14039,323,Let's Play,"Geoff, Jack, Ryan, Matt, Michael, and Gavin relive the old days in Star Wars Battlefront 2, while testing Gavin&#39;s knowledge of the universe at the same time....",Tuesday,58,12112.0,242.0,6.0,13716,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False
Let's Play - GTA V - Series A Funding Finale,https://www.youtube.com/watch?v=HSCaqEcMH9Q,26.0,2015-05-18,738321,13159,170,Let's Play,"The dramatic... hmm... thrilling? No, not that. End? Yeah, sure... End. The End of the Series A Heist with Geoff, Ryan, Michael, and Gavin. || FREE EDGAR: ht...",Monday,59,12514.0,223.0,3.0,12989,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play - 3D Ultra MiniGolf Adventures 2 Part 7,https://www.youtube.com/watch?v=4xS3tZ1C1MU,44.0,2015-05-16,663943,12048,106,Let's Play,The madness continues. || FREE EDGAR: http://bit.ly/LetsPlayChannel || Be part of the Achievement Hunter Crew: http://bit.ly/achievementhunter Rooster Teeth ...,Saturday,61,10884.0,198.0,2.0,11942,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Fuel Part 2,https://www.youtube.com/watch?v=Y98KonP3HLw,109.0,2015-05-15,1093758,16341,477,Let's Play,Achievement Hunter takes on Fuel again. Because they love you. || FREE EDGAR: http://bit.ly/LetsPlayChannel || Be part of the Achievement Hunter Crew: http:/...,Friday,62,17641.0,264.0,8.0,15864,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AH vs Funhaus in Smite,https://www.youtube.com/watch?v=KCOaf2Tth08,39.0,2015-05-15,491136,11772,557,VS,Achievement Hunter takes on Funhaus in a few 5v5 matches on the battleground of the Gods. SMITE. Which team will prove to be more devastating? Which team wil...,Friday,62,7922.0,190.0,9.0,11215,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 155 - Shopping List X,https://www.youtube.com/watch?v=qoXyNXqfn4E,39.0,2015-05-15,935894,13722,279,Let's Play,"You wanted it, you got it! The AH crew return to do some more shopping! || FREE EDGAR: http://bit.ly/LetsPlayChannel || Be part of the Achievement Hunter Cre...",Friday,62,15095.0,221.0,4.0,13443,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VS Episode 115: Michael vs. Matt,https://www.youtube.com/watch?v=57XX-YBMf0Q,15.0,2015-05-14,399963,7860,157,VS,"This week, Michael and Matt tease the rim, together. || FREE EDGAR: http://bit.ly/LetsPlayChannel || Be part of the Achievement Hunter Crew: http://bit.ly/ac...",Thursday,63,6349.0,125.0,2.0,7703,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Let's Play - Prop Hunt: Obj Hunt,https://www.youtube.com/watch?v=KOhmktJrUDo,44.0,2015-05-13,921909,16510,372,Let's Play,"Geoff, Ryan, Jack, Michael, Gavin, and special guest Brandon &quot;The Farm&quot; Farmahini pop into Prop Hunt&#39;s OBJ Hunt mode! || FREE EDGAR: http://bit.ly/LetsPlayCh...",Wednesday,64,14405.0,258.0,6.0,16138,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False
Episode 2X - GO! #81,https://www.youtube.com/watch?v=u63lfatZWw8,7.9,2015-05-12,502856,12794,338,Unknown,"This week\xe2\x80\x99s Go is all live action! Geoff has hidden a sticker, and it\xe2\x80\x99s up to the crew to find it. I wonder if they\xe2\x80\x99ll make a mess while they do it? Yes. Yes...",Tuesday,65,7736.0,197.0,5.0,12456,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - 7 Days to Die: Survival Day One,https://www.youtube.com/watch?v=lxJ0U---IDs,28.0,2015-05-12,677110,14171,177,Let's Play,"It&#39;s still community appreciation week, and you chose 7 Days to Die. So watch Geoff, Gavin, Michael, Ryan, and Jack attempt to last 7 days and nights in this...",Tuesday,65,10417.0,218.0,3.0,13994,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play - GTA V - Freeplay Hydra,https://www.youtube.com/watch?v=2coSsK7UR7I,39.0,2015-05-11,967171,15763,313,Let's Play,"The first video of AH&#39;s fan-selected content week! You guys picked free play, which is basically a AH podcast. We talk about socks and fly hydras. || FREE ED...",Monday,66,14654.0,239.0,5.0,15450,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Achievement Hunter VS The World: Block N Load,https://www.youtube.com/watch?v=m9IrRVj7SIk,45.0,2015-05-09,575346,9662,153,VS,"Geoff, Jack, Ryan, Michael, and Gavin defend their house in the new game Block N Load. Watch them build. Watch them destroy. || FREE EDGAR: http://bit.ly/Let...",Saturday,68,8461.0,142.0,2.0,9509,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play / Let's Watch Destiny: Solo Crota Raid,https://www.youtube.com/watch?v=V42XMvU3W34,34.0,2015-05-09,440912,9175,197,Let's Play,"Geoff, Jack, Ryan, Gavin, and Jeremy initially try to help Andrew Panton complete the Crota Raid, until finally he decides it&#39;s easier to take the challenge ...",Saturday,68,6484.0,135.0,3.0,8978,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Couch Potatoes,https://www.youtube.com/watch?v=gZU6ZgF4dFw,0.3,2015-05-08,741561,25882,803,Unknown,Presented without comment.,Friday,69,10747.0,375.0,12.0,25079,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 154 - Finish This House!,https://www.youtube.com/watch?v=_GQifdowRu8,56.0,2015-05-08,1004654,14451,336,Let's Play,"With some outside help from the community, the AH crew finally finish up the renovations! || FREE EDGAR: http://bit.ly/LetsPlayChannel || Be part of the Achi...",Friday,69,14560.0,209.0,5.0,14115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VS Episode 114: Gavin vs. Matt,https://www.youtube.com/watch?v=Vte4zwinubo,13.0,2015-05-07,430009,7323,1520,VS,A brutal showdown happens in this weeks VS. || FREE EDGAR: http://bit.ly/LetsPlayChannel || Be part of the Achievement Hunter Crew: http://bit.ly/achievement...,Thursday,70,6143.0,105.0,22.0,5803,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Borderlands The Pre-Sequel Melee Only Part 3,https://www.youtube.com/watch?v=NXOlLcuqeW0,40.0,2015-05-07,208001,2988,88,Let's Play,"Geoff, Jack, Michael, and Ray continue their quest to punch everyone in space in the face. Who will they punch this time? Watch to find out! || FREE EDGAR: h...",Thursday,70,2971.0,43.0,1.0,2900,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ASMR-DoNotUpload.MOV,https://www.youtube.com/watch?v=B8VJ4FVDUuk,1.6,2015-05-06,906654,36093,797,Unknown,For Internal Use Only. Do Not Upload.,Wednesday,71,12770.0,508.0,11.0,35296,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - 3D Ultra MiniGolf Adventures 2 Part 6,https://www.youtube.com/watch?v=mlnTuHE9kNs,60.0,2015-05-06,779277,14206,139,Let's Play,"While Ryan has officially lost it and become a duck, the rest of the Minigolf crew continue their decent into Minigolf Madness! || FREE EDGAR: http://bit.ly/...",Wednesday,71,10976.0,200.0,2.0,14067,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Stabbing Edition - GO! #80,https://www.youtube.com/watch?v=8vq2S2szo70,3.6,2015-05-05,502473,10413,336,Unknown,"This week\xe2\x80\x99s Go is about stabbing. Getting stabbed, the act of stabbing, you name it! The last living stabber gets a sticker. Go! || FREE EDGAR: http://bit.ly...",Tuesday,72,6979.0,145.0,5.0,10077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Borderlands The Pre-Sequel Melee Only Part 2,https://www.youtube.com/watch?v=Mg2t7ZS03_8,45.0,2015-05-05,272028,3879,118,Let's Play,"Geoff, Jack, Michael, and Ray are back and are punching all their foes into a bloody pulp. || FREE EDGAR: http://bit.ly/LetsPlayChannel || Be part of the Ach...",Tuesday,72,3778.0,54.0,2.0,3761,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play - GTA V - The PC Grind,https://www.youtube.com/watch?v=o9VOd_nOsg0,33.0,2015-05-04,800318,12213,748,Let's Play,"Michael, Ryan, Jack and special guest filler players Kerry, Jeremy, and Matt experience life back at level 1 in the first AH GTA V PC Let&#39;s Play! || FREE EDG...",Monday,73,10963.0,167.0,10.0,11465,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False
